,Actor,Emotion,Emotional intensity,Modality ,Repetition,Statement,Vocal channel,emotion_label,file_name,full_path,gender_label
0,09,04,02,03,01,01,01,sad,03-01-04-02-01-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-01-09.wav,Male
1,09,04,01,03,02,02,01,sad,03-01-04-01-02-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-02-09.wav,Male
2,09,05,02,03,01,02,01,angry,03-01-05-02-02-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-01-09.wav,Male
3,09,03,02,03,02,01,01,happy,03-01-03-02-01-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-02-09.wav,Male
4,09,03,01,03,02,01,01,happy,03-01-03-01-01-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-02-09.wav,Male
5,09,05,01,03,02,01,01,angry,03-01-05-01-01-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-02-09.wav,Male
6,09,04,01,03,01,01,01,sad,03-01-04-01-01-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-01-09.wav,Male
7,09,05,01,03,02,02,01,angry,03-01-05-01-02-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-02-09.wav,Male
8,09,03,02,03,02,02,01,happy,03-01-03-02-02-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-02-09.wav,Male
9,09,03,01,03,01,01,01,happy,03-01-03-01-01-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-01-09.wav,Male
10,09,03,01,03,01,02,01,happy,03-01-03-01-02-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-01-09.wav,Male
11,09,03,02,03,01,01,01,happy,03-01-03-02-01-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-01-09.wav,Male
12,09,04,01,03,01,02,01,sad,03-01-04-01-02-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-01-09.wav,Male
13,09,03,02,03,01,02,01,happy,03-01-03-02-02-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-01-09.wav,Male
14,09,05,02,03,02,02,01,angry,03-01-05-02-02-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-02-09.wav,Male
15,09,04,02,03,01,02,01,sad,03-01-04-02-02-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-01-09.wav,Male
16,09,04,02,03,02,01,01,sad,03-01-04-02-01-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-02-09.wav,Male
17,09,05,02,03,02,01,01,angry,03-01-05-02-01-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-02-09.wav,Male
18,09,04,02,03,02,02,01,sad,03-01-04-02-02-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-02-09.wav,Male
19,09,05,01,03,01,02,01,angry,03-01-05-01-02-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-01-09.wav,Male
20,09,04,01,03,02,01,01,sad,03-01-04-01-01-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-02-09.wav,Male
21,09,03,01,03,02,02,01,happy,03-01-03-01-02-02-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-02-09.wav,Male
22,09,05,01,03,01,01,01,angry,03-01-05-01-01-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-01-09.wav,Male
23,09,05,02,03,01,01,01,angry,03-01-05-02-01-01-09.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-01-09.wav,Male
24,18,04,02,03,01,01,01,sad,03-01-04-02-01-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-01-01-18.wav,Female
25,18,05,01,03,02,01,01,angry,03-01-05-01-01-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-01-02-18.wav,Female
26,18,03,02,03,02,01,01,happy,03-01-03-02-01-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-01-02-18.wav,Female
27,18,05,02,03,02,01,01,angry,03-01-05-02-01-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-01-02-18.wav,Female
28,18,05,01,03,01,02,01,angry,03-01-05-01-02-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-02-01-18.wav,Female
29,18,05,02,03,02,02,01,angry,03-01-05-02-02-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-02-02-18.wav,Female
30,18,03,01,03,02,02,01,happy,03-01-03-01-02-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-02-02-18.wav,Female
31,18,04,01,03,01,01,01,sad,03-01-04-01-01-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-01-01-18.wav,Female
32,18,03,02,03,01,02,01,happy,03-01-03-02-02-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-02-01-18.wav,Female
33,18,04,01,03,02,01,01,sad,03-01-04-01-01-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-01-02-18.wav,Female
34,18,05,02,03,01,02,01,angry,03-01-05-02-02-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-02-01-18.wav,Female
35,18,03,02,03,01,01,01,happy,03-01-03-02-01-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-01-01-18.wav,Female
36,18,03,02,03,02,02,01,happy,03-01-03-02-02-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-02-02-18.wav,Female
37,18,03,01,03,02,01,01,happy,03-01-03-01-01-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-01-02-18.wav,Female
38,18,04,02,03,01,02,01,sad,03-01-04-02-02-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-02-01-18.wav,Female
39,18,03,01,03,01,01,01,happy,03-01-03-01-01-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-01-01-18.wav,Female
40,18,04,01,03,01,02,01,sad,03-01-04-01-02-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-02-01-18.wav,Female
41,18,05,01,03,02,02,01,angry,03-01-05-01-02-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-02-02-18.wav,Female
42,18,05,02,03,01,01,01,angry,03-01-05-02-01-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-01-01-18.wav,Female
43,18,04,02,03,02,01,01,sad,03-01-04-02-01-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-01-02-18.wav,Female
44,18,03,01,03,01,02,01,happy,03-01-03-01-02-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-02-01-18.wav,Female
45,18,04,01,03,02,02,01,sad,03-01-04-01-02-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-02-02-18.wav,Female
46,18,04,02,03,02,02,01,sad,03-01-04-02-02-02-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-02-02-18.wav,Female
47,18,05,01,03,01,01,01,angry,03-01-05-01-01-01-18.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-01-01-18.wav,Female
48,11,05,02,03,02,02,01,angry,03-01-05-02-02-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-02-11.wav,Male
49,11,03,01,03,01,02,01,happy,03-01-03-01-02-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-01-11.wav,Male
50,11,05,01,03,02,02,01,angry,03-01-05-01-02-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-02-11.wav,Male
51,11,03,02,03,01,02,01,happy,03-01-03-02-02-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-01-11.wav,Male
52,11,05,01,03,02,01,01,angry,03-01-05-01-01-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-02-11.wav,Male
53,11,04,02,03,01,02,01,sad,03-01-04-02-02-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-01-11.wav,Male
54,11,05,02,03,01,01,01,angry,03-01-05-02-01-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,Male
55,11,04,02,03,02,01,01,sad,03-01-04-02-01-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-02-11.wav,Male
56,11,04,01,03,01,01,01,sad,03-01-04-01-01-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,Male
57,11,03,02,03,01,01,01,happy,03-01-03-02-01-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-01-11.wav,Male
58,11,05,01,03,01,02,01,angry,03-01-05-01-02-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,Male
59,11,05,02,03,01,02,01,angry,03-01-05-02-02-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-01-11.wav,Male
60,11,03,01,03,02,02,01,happy,03-01-03-01-02-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,Male
61,11,04,01,03,02,01,01,sad,03-01-04-01-01-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,Male
62,11,04,01,03,01,02,01,sad,03-01-04-01-02-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,Male
63,11,03,01,03,02,01,01,happy,03-01-03-01-01-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-02-11.wav,Male
64,11,04,02,03,02,02,01,sad,03-01-04-02-02-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-02-11.wav,Male
65,11,03,02,03,02,02,01,happy,03-01-03-02-02-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-02-11.wav,Male
66,11,04,01,03,02,02,01,sad,03-01-04-01-02-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-02-11.wav,Male
67,11,05,02,03,02,01,01,angry,03-01-05-02-01-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-02-11.wav,Male
68,11,05,01,03,01,01,01,angry,03-01-05-01-01-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-01-11.wav,Male
69,11,04,02,03,01,01,01,sad,03-01-04-02-01-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-01-11.wav,Male
70,11,03,01,03,01,01,01,happy,03-01-03-01-01-01-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,Male
71,11,03,02,03,02,01,01,happy,03-01-03-02-01-02-11.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-02-11.wav,Male
72,14,04,01,03,01,01,01,sad,03-01-04-01-01-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-01-01-14.wav,Female
73,14,04,02,03,01,01,01,sad,03-01-04-02-01-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-01-01-14.wav,Female
74,14,03,02,03,02,01,01,happy,03-01-03-02-01-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-01-02-14.wav,Female
